name,author,downloads,link,theme,license,supported_glyphs,thumbnail_image
Riffic,InkyType,1121571,https://www.dafont.com/riffic.font,Various,Free for personal use,"à, €",https://www.dafont.com/img/preview/r/i/riffic0.png
Sticky Sans,MJType,69195,https://www.dafont.com/sticky-sans.font,Comic,Free for personal use,€,https://www.dafont.com/img/preview/s/t/sticky_sans0.png
Retro Cool,Nirmana Visual,133195,https://www.dafont.com/retro-cool.font,Groovy,Free for personal use,"à, €",https://www.dafont.com/img/preview/r/e/retro_cool1.png
Milestone,fortunes co,1086825,https://www.dafont.com/milestone.font,Retro,Free for personal use,not provided,https://www.dafont.com/img/preview/m/i/milestone0.png
The Macabre,Chequered Ink,413646,https://www.dafont.com/the-macabre.font,Horror,Free for personal use,à,https://www.dafont.com/img/preview/t/h/the_macabre0.png
Mantana,Fontada,24608,https://www.dafont.com/mantana-2.font,Retro,Free for personal use,"à, €",https://www.dafont.com/img/preview/m/a/mantana_21.png
Hellbone,Esa Nugroho,65482,https://www.dafont.com/hellbone.font,"Fire, Ice",Free for personal use,not provided,https://www.dafont.com/img/preview/h/e/hellbone0.png
Huglove,Khurasan,237432,https://www.dafont.com/huglove.font,Cartoon,100% Free,€,https://www.dafont.com/img/preview/h/u/huglove1.png
Supersonic Rocketship,imagex,672556,https://www.dafont.com/supersonic-rocketship.font,Cartoon,Free for personal use,"à, €",https://www.dafont.com/img/preview/s/u/supersonic_rocketship0.png
Happy School,Khurasan,638687,https://www.dafont.com/happy-school.font,Comic,Free for personal use,not provided,https://www.dafont.com/img/preview/h/a/happy_school1.png
Get Now,Khurasan,39689,https://www.dafont.com/get-now.font,Eroded,Free for personal use,€,https://www.dafont.com/img/preview/g/e/get_now1.png
Royal Acidbath,Sharkshock,1883530,https://www.dafont.com/royal-acidbath.font,Groovy,Free for personal use,not provided,https://www.dafont.com/img/preview/r/o/royal_acidbath1.png
Basketball,Akhmad Afandhi,565539,https://www.dafont.com/basketball.font,Old School,Free for personal use,not provided,https://www.dafont.com/img/preview/b/a/basketball0.png
Rio Grande,Anton Krylov,3093379,https://www.dafont.com/rio-grande.font,Western,Free for personal use,not provided,https://www.dafont.com/img/preview/r/i/rio_grande0.png
Bratsy Script,Figuree Studio,503976,https://www.dafont.com/bratsy-script.font,Groovy,Free for personal use,"à, €",https://www.dafont.com/img/preview/b/r/bratsy_script1.png
Gunplay,Typodermic Fonts,2401888,https://www.dafont.com/gunplay.font,"Stencil, Army",100% Free,"à, €",https://www.dafont.com/img/preview/g/u/gunplay1.png
Spongeboy Me Bob,EyeOfTheLioness,996972,https://www.dafont.com/spongeboy-me-bob.font,Cartoon,Free for personal use,not provided,https://www.dafont.com/img/preview/s/p/spongeboy_me_bob0.png
Pervitina Dex,deFharo,653618,https://www.dafont.com/pervitina-dex.font,"Stencil, Army",Free for personal use,€,https://www.dafont.com/img/preview/p/e/pervitina_dex0.png
Insomnia,Filmhimmel,1419102,https://www.dafont.com/insomnia-2.font,Horror,Free for personal use,not provided,https://www.dafont.com/img/preview/i/n/insomnia_20.png
Starshines,Hawtpixel,105023,https://www.dafont.com/starshines.font,Cartoon,Free for personal use,€,https://www.dafont.com/img/preview/s/t/starshines3.png
Cutie Molly,Letterhend Studio,4163,https://www.dafont.com/cutie-molly.font,Cartoon,Demo,not provided,https://www.dafont.com/img/preview/c/u/cutie_molly0.png
Odisean One,deFharo,4462,https://www.dafont.com/odisean-one.font,Retro,Free for personal use,"à, €",https://www.dafont.com/img/preview/o/d/odisean_one0.png
Powerpuff Girls,Tom White,695893,https://www.dafont.com/powerpuff-girls.font,Groovy,not provided,not provided,https://www.dafont.com/img/preview/p/o/powerpuff_girls0.png
Franchise,Vladimir Nikolic,910289,https://www.dafont.com/franchise-2.font,Retro,Free for personal use,not provided,https://www.dafont.com/img/preview/f/r/franchise_20.png
Stereofidelic,Typodermic Fonts,3366787,https://www.dafont.com/stereofidelic.font,Distorted,100% Free,"à, €",https://www.dafont.com/img/preview/s/t/stereofidelic0.png
Circus,Dan Roseman,2825258,https://www.dafont.com/circus.font,Retro,not provided,not provided,https://www.dafont.com/img/preview/c/i/circus0.png
White On Black,imagex,902771,https://www.dafont.com/white-on-black.font,Eroded,Free for personal use,€,https://www.dafont.com/img/preview/w/h/white_on_black0.png
Bigdex,Khurasan,41513,https://www.dafont.com/bigdex.font,Comic,100% Free,€,https://www.dafont.com/img/preview/b/i/bigdex1.png
Wigglye,Creatype Studio,251753,https://www.dafont.com/wigglye.font,Comic,Free for personal use,€,https://www.dafont.com/img/preview/w/i/wigglye0.png
Last Episode,Hanoded,5229,https://www.dafont.com/last-episode.font,Various,Demo,€,https://www.dafont.com/img/preview/l/a/last_episode0.png
ExtraBlur,imagex,381955,https://www.dafont.com/extrablur.font,Distorted,Free for personal use,not provided,https://www.dafont.com/img/preview/e/x/extrablur0.png
Charley,Storytype Studio,79569,https://www.dafont.com/charley.font,Groovy,Free for personal use,"à, €",https://www.dafont.com/img/preview/c/h/charley0.png
Sports World,Sergiy S. Tkachenko,1448885,https://www.dafont.com/sports-world.font,Old School,100% Free,"à, €",https://www.dafont.com/img/preview/s/p/sports_world1.png
Western Bang Bang,Galdino Otten Fonts,1259278,https://www.dafont.com/western-bang-bang.font,Western,Free for personal use,"à, €",https://www.dafont.com/img/preview/w/e/western_bang_bang0.png
Docktrin,StereoType,1218900,https://www.dafont.com/docktrin.font,Western,Free for personal use,"à, €",https://www.dafont.com/img/preview/d/o/docktrin0.png
Margin,Dharmas Studio,446655,https://www.dafont.com/margin.font,Groovy,Free for personal use,not provided,https://www.dafont.com/img/preview/m/a/margin0.png
Tommy,177Studio,220361,https://www.dafont.com/tommy.font,Groovy,Free for personal use,à,https://www.dafont.com/img/preview/t/o/tommy3.png
Rumble Brave,Alit Design,428449,https://www.dafont.com/rumble-brave.font,Retro,Demo,"à, €",https://www.dafont.com/img/preview/r/u/rumble_brave0.png
Brodies,Letterflow,82817,https://www.dafont.com/brodies.font,Retro,Free for personal use,€,https://www.dafont.com/img/preview/b/r/brodies0.png
Groovy Day,Excellent Ritma Florendia,255,https://www.dafont.com/groovy-day.font,Groovy,Free for personal use,not provided,https://www.dafont.com/img/preview/g/r/groovy_day0.png
Mickey,not provided,3380959,https://www.dafont.com/mickey.font,Cartoon,not provided,not provided,https://www.dafont.com/img/preview/m/i/mickey0.png
not provided,not provided,not provided,https://www.dafont.com/glossy-sheen.font,not provided,not provided,not provided,https://www.dafont.comnot provided
Snacko,Eko Bimantara,34670,https://www.dafont.com/snacko.font,Comic,Free for personal use,"à, €",https://www.dafont.com/img/preview/s/n/snacko0.png
Pulang,Khurasan,386945,https://www.dafont.com/pulang.font,Cartoon,100% Free,"à, €",https://www.dafont.com/img/preview/p/u/pulang0.png
Nexa Rust Slab,Fontfabric,128563,https://www.dafont.com/nexa-rust-slab.font,Old School,Free for personal use,not provided,https://www.dafont.com/img/preview/n/e/nexa_rust_slab16.png
Doctor Punk,Woodcutter,374573,https://www.dafont.com/doctor-punk.font,Distorted,Free for personal use,"à, €",https://www.dafont.com/img/preview/d/o/doctor_punk0.png
Nightside,VinType,80757,https://www.dafont.com/nightside.font,Horror,Free for personal use,not provided,https://www.dafont.com/img/preview/n/i/nightside0.png
Chaleum,sronstudio,4159,https://www.dafont.com/chaleum.font,Retro,Free for personal use,"à, €",https://www.dafont.com/img/preview/c/h/chaleum0.png
Athletic,Edward A. Leach,1640826,https://www.dafont.com/athletic.font,Old School,Shareware,not provided,https://www.dafont.com/img/preview/a/t/athletic0.png
Ancient Ad,imagex,404249,https://www.dafont.com/ancient-ad.font,Decorative,Free for personal use,€,https://www.dafont.com/img/preview/a/n/ancient_ad0.png
More than 50.000,junkohanhero,14215,https://www.dafont.com/more-than-50-000.font,Destroy,Free for personal use,"à, €",https://www.dafont.com/img/preview/m/o/more_than_50_0000.png
Sweety Rasty,Holydie Studio,650537,https://www.dafont.com/sweety-rasty.font,Curly,Free for personal use,not provided,https://www.dafont.com/img/preview/s/w/sweety_rasty0.png
Allstar,not provided,3574160,https://www.dafont.com/allstar.font,Old School,not provided,à,https://www.dafont.com/img/preview/a/l/allstar0.png
28 Days Later,Filmhimmel,6865934,https://www.dafont.com/28-days-later.font,Destroy,Free for personal use,not provided,https://www.dafont.com/img/preview/2/8/28_days_later0.png
Super Comic,fsuarez913,91278,https://www.dafont.com/super-comic-3.font,Comic,100% Free,"à, €",https://www.dafont.com/img/preview/s/u/super_comic_30.png
Margarethy,Letterayu,3662,https://www.dafont.com/margarethy.font,Initials,Free for personal use,not provided,https://www.dafont.com/img/preview/m/a/margarethy1.png
Candy Pop!,deFharo,764854,https://www.dafont.com/candy-pop.font,Cartoon,Free for personal use,"à, €",https://www.dafont.com/img/preview/c/a/candy_pop0.png
Patchwork Stitchlings,Hawtpixel,1137064,https://www.dafont.com/patchwork-stitchlings.font,Decorative,Free for personal use,€,https://www.dafont.com/img/preview/p/a/patchwork_stitchlings1.png
Sirukota,Jetsmax Studio,276947,https://www.dafont.com/sirukota.font,Various,Free for personal use,à,https://www.dafont.com/img/preview/s/i/sirukota0.png
Portentous Distorted,Woodcutter,30317,https://www.dafont.com/portentous-distorted.font,Distorted,Free for personal use,€,https://www.dafont.com/img/preview/p/o/portentous_distorted0.png
All Rights Reserved,junkohanhero,448258,https://www.dafont.com/all-rights-reserved.font,Distorted,Donationware,€,https://www.dafont.com/img/preview/a/l/all_rights_reserved0.png
Arco,Rafael Olivo,497740,https://www.dafont.com/arco.font,Cartoon,100% Free,not provided,https://www.dafont.com/img/preview/a/r/arco1.png
Type Machine,Levi Szekeres,139319,https://www.dafont.com/type-machine.font,Typewriter,Free for personal use,"à, €",https://www.dafont.com/img/preview/t/y/type_machine0.png
Army Rust,Jayde Garrow,1142295,https://www.dafont.com/army-rust.font,"Stencil, Army",Free for personal use,not provided,https://www.dafont.com/img/preview/a/r/army_rust0.png
Dacherry,Khurasan,109411,https://www.dafont.com/dacherry.font,Cartoon,100% Free,€,https://www.dafont.com/img/preview/d/a/dacherry1.png
Dark College,Woodcutter,421677,https://www.dafont.com/dark-college.font,Old School,Free for personal use,not provided,https://www.dafont.com/img/preview/d/a/dark_college0.png
The Modern Chaos,Woodcutter,89974,https://www.dafont.com/the-modern-chaos.font,Distorted,Free for personal use,€,https://www.dafont.com/img/preview/t/h/the_modern_chaos0.png
Soul Billani,Eknoji Studio,81193,https://www.dafont.com/soul-billani.font,Cartoon,Free for personal use,"à, €",https://www.dafont.com/img/preview/s/o/soul_billani0.png
Alinore,Storytype Studio,219,https://www.dafont.com/alinore.font,Retro,Free for personal use,"à, €",https://www.dafont.com/img/preview/a/l/alinore0.png
Amperzand,AJ Paglia,1294194,https://www.dafont.com/amperzand.font,Various,100% Free,not provided,https://www.dafont.com/img/preview/a/m/amperzand0.png
Doodle Gum,imagex,773248,https://www.dafont.com/doodle-gum.font,Decorative,Free for personal use,not provided,https://www.dafont.com/img/preview/d/o/doodle_gum0.png
Tropical Love,Tigadestd,3715,https://www.dafont.com/tropical-love.font,Cartoon,Free for personal use,"à, €",https://www.dafont.com/img/preview/t/r/tropical_love0.png
Be True To Your School,HENRIavecunK,977427,https://www.dafont.com/be-true-to-your-school.font,Old School,Free for personal use,"à, €",https://www.dafont.com/img/preview/b/e/be_true_to_your_school1.png
Manolete,Woodcutter,510752,https://www.dafont.com/manolete.font,Distorted,Free for personal use,€,https://www.dafont.com/img/preview/m/a/manolete0.png
Top Secret,Magique Fonts,3151757,https://www.dafont.com/top-secret-kb.font,"Stencil, Army",100% Free,"à, €",https://www.dafont.com/img/preview/t/o/top_secret_kb0.png
Angels,Vladimir Nikolic,129394,https://www.dafont.com/angels.font,Decorative,Free for personal use,not provided,https://www.dafont.com/img/preview/a/n/angels0.png
Lemon Days,Khurasan,444806,https://www.dafont.com/lemon-days.font,Cartoon,Free for personal use,not provided,https://www.dafont.com/img/preview/l/e/lemon_days0.png
Bad Coma,imagex,912620,https://www.dafont.com/bad-coma.font,Distorted,Free for personal use,not provided,https://www.dafont.com/img/preview/b/a/bad_coma0.png
Bad Signal,Woodcutter,1021108,https://www.dafont.com/bad-signal.font,Distorted,Free for personal use,€,https://www.dafont.com/img/preview/b/a/bad_signal0.png
Elegant Typewriter,Lukas Krakora,558072,https://www.dafont.com/elegant-typewriter.font,Typewriter,Free for personal use,"à, €",https://www.dafont.com/img/preview/e/l/elegant_typewriter1.png
Overwave,Almarkhatype,154958,https://www.dafont.com/overwave.font,Distorted,Free for personal use,"à, €",https://www.dafont.com/img/preview/o/v/overwave0.png
Neon 80s,Essqué Productions,1698758,https://www.dafont.com/neon-80s.font,Groovy,Free for personal use,"à, €",https://www.dafont.com/img/preview/n/e/neon_80s0.png
Space Time,Lauren Ashpole,190859,https://www.dafont.com/space-time.font,Decorative,Free for personal use,not provided,https://www.dafont.com/img/preview/s/p/space_time0.png
Ghoulish Fright AOE,Astigmatic One Eye Typographic Institute,283128,https://www.dafont.com/ghoulish-fright-aoe.font,Horror,100% Free,"à, €",https://www.dafont.com/img/preview/g/h/ghoulish_fright_aoe0.png
Heavy Heap,Typodermic Fonts,821007,https://www.dafont.com/heavy-heap.font,Groovy,100% Free,"à, €",https://www.dafont.com/img/preview/h/e/heavy_heap0.png
The Last Comic On Earth,imagex,92332,https://www.dafont.com/the-last-comic-on-earth.font,Comic,Free for personal use,€,https://www.dafont.com/img/preview/t/h/the_last_comic_on_earth0.png
Quick Love,Hawtpixel,303150,https://www.dafont.com/quick-love.font,Cartoon,Free for personal use,€,https://www.dafont.com/img/preview/q/u/quick_love3.png
Impossible,Kong Font,8871,https://www.dafont.com/impossible-3.font,Various,Free for personal use,"à, €",https://www.dafont.com/img/preview/i/m/impossible_30.png
Crash! Bang! Zipdap!,junkohanhero,199,https://www.dafont.com/crash-bang-zipdap.font,Destroy,Donationware,"à, €",https://www.dafont.com/img/preview/c/r/crash_bang_zipdap0.png
Tealand,Khurasan,196,https://www.dafont.com/tealand.font,Cartoon,Free for personal use,€,https://www.dafont.com/img/preview/t/e/tealand1.png
Wicked Mouse,Sharkshock,966497,https://www.dafont.com/wicked-mouse.font,Cartoon,Free for personal use,not provided,https://www.dafont.com/img/preview/w/i/wicked_mouse0.png
Grinched 2.0,Sharkshock,227696,https://www.dafont.com/grinched-2-0.font,Cartoon,Demo,not provided,https://www.dafont.com/img/preview/g/r/grinched_2_00.png
Cotton Cloud,Tokokoo Studio,282405,https://www.dafont.com/cotton-cloud.font,Decorative,Free for personal use,not provided,https://www.dafont.com/img/preview/c/o/cotton_cloud0.png
Silvers,Billy Argel Fonts ®,152241,https://www.dafont.com/silvers.font,Decorative,Free for personal use,"à, €",https://www.dafont.com/img/preview/s/i/silvers2.png
Moon Star,not provided,2130117,https://www.dafont.com/moon-star.font,Decorative,not provided,à,https://www.dafont.com/img/preview/m/o/moon_star0.png
McKloud,Apostrophic Labs,511376,https://www.dafont.com/mckloud.font,Cartoon,100% Free,"à, €",https://www.dafont.com/img/preview/m/c/mckloud4.png
Superstar M54,justme54s,903122,https://www.dafont.com/superstar-m54.font,Old School,Free for personal use,not provided,https://www.dafont.com/img/preview/s/u/superstar_m540.png
Ghost Factory,imagex,332382,https://www.dafont.com/ghost-factory.font,Eroded,Free for personal use,€,https://www.dafont.com/img/preview/g/h/ghost_factory0.png
Fires,Billy Argel Fonts ®,88844,https://www.dafont.com/fires.font,"Fire, Ice",Free for personal use,"à, €",https://www.dafont.com/img/preview/f/i/fires0.png
Agent Orange,Pizzadude,2383210,https://www.dafont.com/agent-orange.font,Cartoon,Free for personal use,not provided,https://www.dafont.com/img/preview/a/g/agent_orange0.png
Fragment Core,sugargliderz,1496397,https://www.dafont.com/fragment-core.font,Typewriter,100% Free,"à, €",https://www.dafont.com/img/preview/f/r/fragment_core0.png
Blueberry,Din Studio,1199327,https://www.dafont.com/blueberry-4.font,Cartoon,Free for personal use,à,https://www.dafont.com/img/preview/b/l/blueberry_40.png
Sport,Vladimir Nikolic,189697,https://www.dafont.com/sport.font,Old School,Free for personal use,€,https://www.dafont.com/img/preview/s/p/sport0.png
Retro Mario,Nirmana Visual,77312,https://www.dafont.com/retro-mario.font,Cartoon,Free for personal use,"à, €",https://www.dafont.com/img/preview/r/e/retro_mario0.png
Snowtop Caps,Dieter Steffmann,1363536,https://www.dafont.com/snowtop-caps.font,"Fire, Ice",100% Free,à,https://www.dafont.com/img/preview/s/n/snowtop_caps0.png
Paper Banner,maja.mint,1673458,https://www.dafont.com/paper-banner.font,Decorative,Free for personal use,€,https://www.dafont.com/img/preview/p/a/paper_banner4.png
Super Funky,fsuarez913,98580,https://www.dafont.com/super-funky.font,Groovy,100% Free,"à, €",https://www.dafont.com/img/preview/s/u/super_funky0.png
Cotane Beach,Eknoji Studio,183,https://www.dafont.com/cotane-beach.font,Groovy,Free for personal use,"à, €",https://www.dafont.com/img/preview/c/o/cotane_beach0.png
